merchant_a,merchant_b,edge_weight
401,314,0.15
398,314,0.15
384,314,0.15
365,314,0.15
295,314,0.15
255,314,0.15
250,314,0.15
248,314,0.15
214,314,0.15
207,314,0.15
193,314,0.15
177,314,0.15
170,314,0.15
156,314,0.15
152,314,0.15
111,314,0.15
98,314,0.15
39,314,0.15
27,314,0.15
26,314,0.15
14,314,0.15
3,314,0.15
500,315,0.15
427,315,0.15
426,315,0.15
425,315,0.15
397,315,0.15
367,315,0.15
360,315,0.15
351,315,0.15
348,315,0.15
344,315,0.15
331,315,0.15
329,315,0.15
318,315,0.15
317,315,0.15
309,315,0.15
281,315,0.15
278,315,0.15
276,315,0.15
275,315,0.15
190,315,0.15
169,315,0.15
159,315,0.15
93,315,0.15
75,315,0.15
71,315,0.15
38,315,0.15
29,315,0.15
22,315,0.15
491,316,0.15
484,316,0.15
483,316,0.15
480,316,0.15
443,316,0.15
390,316,0.15
358,316,0.15
355,316,0.15
334,316,0.15
284,316,0.15
233,316,0.15
230,316,0.15
185,316,0.15
157,316,0.15
137,316,0.15
136,316,0.15
132,316,0.15
128,316,0.15
122,316,0.15
114,316,0.15
97,316,0.15
13,316,0.15
500,317,0.15
427,317,0.15
426,317,0.15
425,317,0.15
397,317,0.15
367,317,0.15
360,317,0.15
351,317,0.15
348,317,0.15
344,317,0.15
329,317,0.15
318,317,0.15
315,317,0.15
309,317,0.15
281,317,0.15
278,317,0.15
276,317,0.15
275,317,0.15
190,317,0.15
169,317,0.15
159,317,0.15
120,317,0.15
93,317,0.15
75,317,0.15
71,317,0.15
38,317,0.15
22,317,0.15
500,318,0.15
427,318,0.15
426,318,0.15
425,318,0.15
397,318,0.15
367,318,0.15
360,318,0.15
351,318,0.15
344,318,0.15
331,318,0.15
329,318,0.15
317,318,0.15
315,318,0.15
281,318,0.15
278,318,0.15
275,318,0.15
190,318,0.15
169,318,0.15
159,318,0.15
120,318,0.15
93,318,0.15
75,318,0.15
71,318,0.15
38,318,0.15
29,318,0.15
22,318,0.15
494,319,0.15
448,319,0.15
400,319,0.15
377,319,0.15
371,319,0.15
353,319,0.15
327,319,0.15
324,319,0.15
313,319,0.15
286,319,0.15
266,319,0.15
235,319,0.15
219,319,0.15
171,319,0.15
167,319,0.15
161,319,0.15
151,319,0.15
147,319,0.15
126,319,0.15
33,319,0.15
498,320,0.15
488,320,0.15
479,320,0.15
458,320,0.15
454,320,0.15
445,320,0.15
402,320,0.15
395,320,0.15
389,320,0.15
385,320,0.15
288,320,0.15
238,320,0.15
237,320,0.15
212,320,0.15
197,320,0.15
164,320,0.15
84,320,0.15
61,320,0.15
57,320,0.15
24,320,0.15
487,321,0.15
472,321,0.15
470,321,0.15
461,321,0.15
449,321,0.15
447,321,0.15
406,321,0.15
378,321,0.15
311,321,0.15
301,321,0.15
279,321,0.15
277,321,0.15
260,321,0.15
209,321,0.15
174,321,0.15
154,321,0.15
119,321,0.15
112,321,0.15
106,321,0.15
102,321,0.15
77,321,0.15
69,321,0.15
473,322,0.15
465,322,0.15
463,322,0.15
446,322,0.15
433,322,0.15
432,322,0.15
428,322,0.15
354,322,0.15
345,322,0.15
330,322,0.15
273,322,0.15
244,322,0.15
182,322,0.15
153,322,0.15
109,322,0.15
105,322,0.15
91,322,0.15
88,322,0.15
85,322,0.15
76,322,0.15
51,322,0.15
50,322,0.15
31,322,0.15
10,322,0.15
492,323,0.15
489,323,0.15
474,323,0.15
420,323,0.15
405,323,0.15
399,323,0.15
376,323,0.15
369,323,0.15
368,323,0.15
262,323,0.15
256,323,0.15
224,323,0.15
210,323,0.15
184,323,0.15
180,323,0.15
178,323,0.15
166,323,0.15
94,323,0.15
45,323,0.15
41,323,0.15
494,324,0.15
448,324,0.15
403,324,0.15
400,324,0.15
377,324,0.15
371,324,0.15
353,324,0.15
327,324,0.15
319,324,0.15
286,324,0.15
266,324,0.15
219,324,0.15
171,324,0.15
167,324,0.15
161,324,0.15
151,324,0.15
33,324,0.15
7,324,0.15
471,325,0.15
439,325,0.15
429,325,0.15
412,325,0.15
374,325,0.15
364,325,0.15
299,325,0.15
287,325,0.15
258,325,0.15
249,325,0.15
189,325,0.15
187,325,0.15
181,325,0.15
146,325,0.15
141,325,0.15
140,325,0.15
135,325,0.15
127,325,0.15
117,325,0.15
101,325,0.15
87,325,0.15
79,325,0.15
74,325,0.15
62,325,0.15
37,325,0.15
437,326,0.15
366,326,0.15
294,326,0.15
291,326,0.15
263,326,0.15
257,326,0.15
242,326,0.15
234,326,0.15
192,326,0.15
163,326,0.15
145,326,0.15
129,326,0.15
103,326,0.15
83,326,0.15
65,326,0.15
52,326,0.15
43,326,0.15
42,326,0.15
494,327,0.15
448,327,0.15
403,327,0.15
400,327,0.15
377,327,0.15
371,327,0.15
353,327,0.15
324,327,0.15
319,327,0.15
313,327,0.15
286,327,0.15
235,327,0.15
219,327,0.15
171,327,0.15
167,327,0.15
151,327,0.15
147,327,0.15
126,327,0.15
33,327,0.15
7,327,0.15
476,328,0.15
469,328,0.15
468,328,0.15
383,328,0.15
359,328,0.15
350,328,0.15
268,328,0.15
231,328,0.15
226,328,0.15
211,328,0.15
208,328,0.15
199,328,0.15
194,328,0.15
191,328,0.15
172,328,0.15
131,328,0.15
15,328,0.15
500,329,0.15
427,329,0.15
426,329,0.15
367,329,0.15
360,329,0.15
351,329,0.15
348,329,0.15
344,329,0.15
331,329,0.15
318,329,0.15
317,329,0.15
315,329,0.15
309,329,0.15
281,329,0.15
278,329,0.15
276,329,0.15
275,329,0.15
190,329,0.15
169,329,0.15
159,329,0.15
120,329,0.15
93,329,0.15
71,329,0.15
38,329,0.15
29,329,0.15
22,329,0.15
473,330,0.15
465,330,0.15
463,330,0.15
446,330,0.15
433,330,0.15
432,330,0.15
428,330,0.15
354,330,0.15
345,330,0.15
322,330,0.15
273,330,0.15
244,330,0.15
182,330,0.15
153,330,0.15
109,330,0.15
105,330,0.15
91,330,0.15
88,330,0.15
85,330,0.15
76,330,0.15
51,330,0.15
50,330,0.15
47,330,0.15
10,330,0.15
500,331,0.15
427,331,0.15
426,331,0.15
425,331,0.15
397,331,0.15
367,331,0.15
360,331,0.15
351,331,0.15
348,331,0.15
344,331,0.15
329,331,0.15
318,331,0.15
315,331,0.15
309,331,0.15
281,331,0.15
278,331,0.15
276,331,0.15
275,331,0.15
190,331,0.15
169,331,0.15
159,331,0.15
120,331,0.15
93,331,0.15
75,331,0.15
71,331,0.15
38,331,0.15
22,331,0.15
478,332,0.15
467,332,0.15
459,332,0.15
452,332,0.15
444,332,0.15
435,332,0.15
418,332,0.15
396,332,0.15
386,332,0.15
372,332,0.15
356,332,0.15
247,332,0.15
150,332,0.15
149,332,0.15
96,332,0.15
66,332,0.15
48,332,0.15
35,332,0.15
416,333,0.15
415,333,0.15
393,333,0.15
363,333,0.15
310,333,0.15
292,333,0.15
283,333,0.15
270,333,0.15
267,333,0.15
265,333,0.15
246,333,0.15
222,333,0.15
162,333,0.15
142,333,0.15
138,333,0.15
133,333,0.15
124,333,0.15
107,333,0.15
104,333,0.15
100,333,0.15
95,333,0.15
73,333,0.15
56,333,0.15
36,333,0.15
34,333,0.15
6,333,0.15
491,334,0.15
490,334,0.15
483,334,0.15
480,334,0.15
443,334,0.15
404,334,0.15
390,334,0.15
382,334,0.15
358,334,0.15
355,334,0.15
341,334,0.15
316,334,0.15
284,334,0.15
233,334,0.15
185,334,0.15
157,334,0.15
137,334,0.15
136,334,0.15
132,334,0.15
128,334,0.15
122,334,0.15
114,334,0.15
97,334,0.15
13,334,0.15
450,335,0.15
440,335,0.15
438,335,0.15
421,335,0.15
380,335,0.15
357,335,0.15
346,335,0.15
303,335,0.15
264,335,0.15
252,335,0.15
251,335,0.15
223,335,0.15
221,335,0.15
188,335,0.15
179,335,0.15
175,335,0.15
125,335,0.15
115,335,0.15
40,335,0.15
12,335,0.15
442,336,0.15
436,336,0.15
423,336,0.15
410,336,0.15
361,336,0.15
352,336,0.15
347,336,0.15
343,336,0.15
297,336,0.15
296,336,0.15
269,336,0.15
261,336,0.15
220,336,0.15
176,336,0.15
173,336,0.15
123,336,0.15
116,336,0.15
108,336,0.15
80,336,0.15
54,336,0.15
49,336,0.15
32,336,0.15
499,337,0.15
482,337,0.15
464,337,0.15
431,337,0.15
430,337,0.15
300,337,0.15
285,337,0.15
134,337,0.15
130,337,0.15
90,337,0.15
86,337,0.15
82,337,0.15
81,337,0.15
55,337,0.15
21,337,0.15
497,338,0.15
495,338,0.15
441,338,0.15
419,338,0.15
414,338,0.15
409,338,0.15
375,338,0.15
312,338,0.15
305,338,0.15
293,338,0.15
282,338,0.15
232,338,0.15
215,338,0.15
206,338,0.15
158,338,0.15
68,338,0.15
46,338,0.15
28,338,0.15
25,338,0.15
434,339,0.15
381,339,0.15
373,339,0.15
241,339,0.15
218,339,0.15
217,339,0.15
213,339,0.15
183,339,0.15
139,339,0.15
118,339,0.15
92,339,0.15
89,339,0.15
70,339,0.15
64,339,0.15
59,339,0.15
44,339,0.15
19,339,0.15
5,339,0.15
486,340,0.15
460,340,0.15
456,340,0.15
417,340,0.15
413,340,0.15
408,340,0.15
392,340,0.15
391,340,0.15
362,340,0.15
306,340,0.15
289,340,0.15
280,340,0.15
274,340,0.15
271,340,0.15
253,340,0.15
239,340,0.15
225,340,0.15
168,340,0.15
30,340,0.15
20,340,0.15
17,340,0.15
8,340,0.15
2,340,0.15
1,340,0.15
491,341,0.15
484,341,0.15
483,341,0.15
480,341,0.15
443,341,0.15
390,341,0.15
358,341,0.15
355,341,0.15
334,341,0.15
284,341,0.15
233,341,0.15
230,341,0.15
185,341,0.15
157,341,0.15
137,341,0.15
136,341,0.15
132,341,0.15
128,341,0.15
122,341,0.15
114,341,0.15
97,341,0.15
13,341,0.15
492,342,0.15
489,342,0.15
474,342,0.15
420,342,0.15
405,342,0.15
399,342,0.15
376,342,0.15
369,342,0.15
368,342,0.15
262,342,0.15
256,342,0.15
224,342,0.15
210,342,0.15
184,342,0.15
180,342,0.15
178,342,0.15
166,342,0.15
94,342,0.15
45,342,0.15
41,342,0.15
466,343,0.15
442,343,0.15
436,343,0.15
423,343,0.15
410,343,0.15
361,343,0.15
352,343,0.15
347,343,0.15
336,343,0.15
297,343,0.15
296,343,0.15
269,343,0.15
261,343,0.15
220,343,0.15
173,343,0.15
116,343,0.15
108,343,0.15
80,343,0.15
54,343,0.15
49,343,0.15
32,343,0.15
500,344,0.15
427,344,0.15
426,344,0.15
425,344,0.15
397,344,0.15
367,344,0.15
360,344,0.15
351,344,0.15
348,344,0.15
331,344,0.15
329,344,0.15
318,344,0.15
317,344,0.15
315,344,0.15
309,344,0.15
281,344,0.15
278,344,0.15
276,344,0.15
275,344,0.15
190,344,0.15
169,344,0.15
159,344,0.15
120,344,0.15
93,344,0.15
75,344,0.15
71,344,0.15
38,344,0.15
29,344,0.15
473,345,0.15
465,345,0.15
446,345,0.15
433,345,0.15
432,345,0.15
428,345,0.15
354,345,0.15
330,345,0.15
322,345,0.15
244,345,0.15
182,345,0.15
153,345,0.15
109,345,0.15
91,345,0.15
88,345,0.15
85,345,0.15
76,345,0.15
51,345,0.15
50,345,0.15
47,345,0.15
31,345,0.15
450,346,0.15
440,346,0.15
438,346,0.15
380,346,0.15
357,346,0.15
335,346,0.15
303,346,0.15
264,346,0.15
252,346,0.15
243,346,0.15
223,346,0.15
221,346,0.15
188,346,0.15
179,346,0.15
175,346,0.15
115,346,0.15
40,346,0.15
12,346,0.15
466,347,0.15
442,347,0.15
436,347,0.15
423,347,0.15
361,347,0.15
352,347,0.15
343,347,0.15
336,347,0.15
297,347,0.15
296,347,0.15
261,347,0.15
220,347,0.15
176,347,0.15
173,347,0.15
123,347,0.15
116,347,0.15
108,347,0.15
80,347,0.15
54,347,0.15
49,347,0.15
32,347,0.15
500,348,0.15
427,348,0.15
426,348,0.15
425,348,0.15
397,348,0.15
367,348,0.15
360,348,0.15
351,348,0.15
344,348,0.15
331,348,0.15
329,348,0.15
317,348,0.15
315,348,0.15
281,348,0.15
278,348,0.15
275,348,0.15
190,348,0.15
169,348,0.15
159,348,0.15
120,348,0.15
93,348,0.15
75,348,0.15
71,348,0.15
38,348,0.15
29,348,0.15
22,348,0.15
493,349,0.15
485,349,0.15
453,349,0.15
451,349,0.15
307,349,0.15
259,349,0.15
240,349,0.15
229,349,0.15
227,349,0.15
216,349,0.15
198,349,0.15
195,349,0.15
165,349,0.15
148,349,0.15
143,349,0.15
121,349,0.15
72,349,0.15
481,350,0.15
476,350,0.15
469,350,0.15
468,350,0.15
383,350,0.15
379,350,0.15
359,350,0.15
328,350,0.15
272,350,0.15
268,350,0.15
236,350,0.15
226,350,0.15
211,350,0.15
208,350,0.15
199,350,0.15
194,350,0.15
191,350,0.15
172,350,0.15
131,350,0.15
58,350,0.15
15,350,0.15
500,351,0.15
426,351,0.15
425,351,0.15
397,351,0.15
367,351,0.15
348,351,0.15
344,351,0.15
331,351,0.15
329,351,0.15
318,351,0.15
317,351,0.15
315,351,0.15
309,351,0.15
281,351,0.15
276,351,0.15
190,351,0.15
169,351,0.15
159,351,0.15
120,351,0.15
93,351,0.15
75,351,0.15
71,351,0.15
38,351,0.15
29,351,0.15
22,351,0.15
466,352,0.15
442,352,0.15
436,352,0.15
423,352,0.15
410,352,0.15
361,352,0.15
347,352,0.15
343,352,0.15
336,352,0.15
297,352,0.15
269,352,0.15
261,352,0.15
176,352,0.15
173,352,0.15
123,352,0.15
116,352,0.15
80,352,0.15
54,352,0.15
49,352,0.15
32,352,0.15
494,353,0.15
448,353,0.15
403,353,0.15
400,353,0.15
377,353,0.15
371,353,0.15
327,353,0.15
324,353,0.15
319,353,0.15
313,353,0.15
266,353,0.15
235,353,0.15
219,353,0.15
171,353,0.15
167,353,0.15
161,353,0.15
151,353,0.15
147,353,0.15
126,353,0.15
33,353,0.15
7,353,0.15
465,354,0.15
463,354,0.15
446,354,0.15
433,354,0.15
432,354,0.15
428,354,0.15
345,354,0.15
330,354,0.15
322,354,0.15
273,354,0.15
244,354,0.15
182,354,0.15
153,354,0.15
109,354,0.15
105,354,0.15
91,354,0.15
88,354,0.15
76,354,0.15
51,354,0.15
50,354,0.15
47,354,0.15
31,354,0.15
10,354,0.15
491,355,0.15
490,355,0.15
484,355,0.15
483,355,0.15
480,355,0.15
443,355,0.15
404,355,0.15
390,355,0.15
382,355,0.15
358,355,0.15
341,355,0.15
334,355,0.15
316,355,0.15
284,355,0.15
233,355,0.15
230,355,0.15
185,355,0.15
157,355,0.15
136,355,0.15
132,355,0.15
128,355,0.15
122,355,0.15
114,355,0.15
97,355,0.15
13,355,0.15
478,356,0.15
467,356,0.15
459,356,0.15
452,356,0.15
444,356,0.15
418,356,0.15
396,356,0.15
386,356,0.15
372,356,0.15
332,356,0.15
302,356,0.15
298,356,0.15
247,356,0.15
186,356,0.15
149,356,0.15
144,356,0.15
96,356,0.15
66,356,0.15
48,356,0.15
35,356,0.15
4,356,0.15
450,357,0.15
440,357,0.15
438,357,0.15
421,357,0.15
380,357,0.15
346,357,0.15
335,357,0.15
303,357,0.15
264,357,0.15
252,357,0.15
251,357,0.15
243,357,0.15
223,357,0.15
221,357,0.15
179,357,0.15
175,357,0.15
125,357,0.15
40,357,0.15
12,357,0.15
491,358,0.15
490,358,0.15
484,358,0.15
483,358,0.15
480,358,0.15
443,358,0.15
404,358,0.15
390,358,0.15
382,358,0.15
355,358,0.15
341,358,0.15
334,358,0.15
316,358,0.15
284,358,0.15
233,358,0.15
230,358,0.15
157,358,0.15
137,358,0.15
136,358,0.15
132,358,0.15
128,358,0.15
122,358,0.15
114,358,0.15
13,358,0.15
481,359,0.15
476,359,0.15
469,359,0.15
468,359,0.15
383,359,0.15
379,359,0.15
350,359,0.15
328,359,0.15
272,359,0.15
268,359,0.15
236,359,0.15
231,359,0.15
226,359,0.15
211,359,0.15
208,359,0.15
199,359,0.15
194,359,0.15
191,359,0.15
172,359,0.15
131,359,0.15
58,359,0.15
15,359,0.15
500,360,0.15
426,360,0.15
425,360,0.15
397,360,0.15
367,360,0.15
348,360,0.15
344,360,0.15
331,360,0.15
329,360,0.15
318,360,0.15
317,360,0.15
315,360,0.15
309,360,0.15
281,360,0.15
276,360,0.15
190,360,0.15
169,360,0.15
159,360,0.15
120,360,0.15
93,360,0.15
75,360,0.15
71,360,0.15
38,360,0.15
29,360,0.15
22,360,0.15
466,361,0.15
442,361,0.15
436,361,0.15
423,361,0.15
410,361,0.15
352,361,0.15
347,361,0.15
343,361,0.15
336,361,0.15
297,361,0.15
296,361,0.15
269,361,0.15
261,361,0.15
220,361,0.15
176,361,0.15
173,361,0.15
123,361,0.15
116,361,0.15
108,361,0.15
80,361,0.15
54,361,0.15
49,361,0.15
32,361,0.15
486,362,0.15
460,362,0.15
457,362,0.15
456,362,0.15
417,362,0.15
413,362,0.15
408,362,0.15
392,362,0.15
340,362,0.15
308,362,0.15
306,362,0.15
289,362,0.15
280,362,0.15
274,362,0.15
271,362,0.15
253,362,0.15
239,362,0.15
225,362,0.15
30,362,0.15
8,362,0.15
2,362,0.15
1,362,0.15
477,363,0.15
416,363,0.15
415,363,0.15
393,363,0.15
370,363,0.15
333,363,0.15
283,363,0.15
270,363,0.15
267,363,0.15
265,363,0.15
246,363,0.15
228,363,0.15
222,363,0.15
162,363,0.15
142,363,0.15
138,363,0.15
107,363,0.15
104,363,0.15
100,363,0.15
95,363,0.15
78,363,0.15
73,363,0.15
56,363,0.15
36,363,0.15
34,363,0.15
6,363,0.15
471,364,0.15
439,364,0.15
429,364,0.15
412,364,0.15
374,364,0.15
325,364,0.15
299,364,0.15
258,364,0.15
249,364,0.15
189,364,0.15
187,364,0.15
181,364,0.15
146,364,0.15
135,364,0.15
127,364,0.15
117,364,0.15
113,364,0.15
110,364,0.15
101,364,0.15
87,364,0.15
79,364,0.15
74,364,0.15
62,364,0.15
37,364,0.15
23,364,0.15
462,365,0.15
455,365,0.15
424,365,0.15
422,365,0.15
401,365,0.15
384,365,0.15
314,365,0.15
295,365,0.15
255,365,0.15
250,365,0.15
248,365,0.15
214,365,0.15
207,365,0.15
193,365,0.15
177,365,0.15
170,365,0.15
156,365,0.15
152,365,0.15
111,365,0.15
98,365,0.15
26,365,0.15
14,365,0.15
3,365,0.15
496,366,0.15
437,366,0.15
326,366,0.15
294,366,0.15
291,366,0.15
263,366,0.15
242,366,0.15
234,366,0.15
205,366,0.15
204,366,0.15
203,366,0.15
202,366,0.15
201,366,0.15
200,366,0.15
192,366,0.15
163,366,0.15
145,366,0.15
129,366,0.15
103,366,0.15
99,366,0.15
83,366,0.15
65,366,0.15
63,366,0.15
60,366,0.15
52,366,0.15
43,366,0.15
42,366,0.15
11,366,0.15
500,367,0.15
427,367,0.15
426,367,0.15
425,367,0.15
397,367,0.15
360,367,0.15
351,367,0.15
348,367,0.15
344,367,0.15
331,367,0.15
329,367,0.15
318,367,0.15
317,367,0.15
315,367,0.15
309,367,0.15
278,367,0.15
276,367,0.15
275,367,0.15
190,367,0.15
159,367,0.15
120,367,0.15
93,367,0.15
75,367,0.15
71,367,0.15
38,367,0.15
29,367,0.15
22,367,0.15
492,368,0.15
489,368,0.15
474,368,0.15
420,368,0.15
405,368,0.15
399,368,0.15
394,368,0.15
376,368,0.15
369,368,0.15
342,368,0.15
323,368,0.15
262,368,0.15
256,368,0.15
224,368,0.15
210,368,0.15
184,368,0.15
180,368,0.15
178,368,0.15
166,368,0.15
94,368,0.15
45,368,0.15
18,368,0.15
489,369,0.15
474,369,0.15
420,369,0.15
405,369,0.15
394,369,0.15
376,369,0.15
368,369,0.15
342,369,0.15
323,369,0.15
262,369,0.15
256,369,0.15
224,369,0.15
184,369,0.15
180,369,0.15
178,369,0.15
166,369,0.15
94,369,0.15
45,369,0.15
41,369,0.15
18,369,0.15
416,370,0.15
415,370,0.15
393,370,0.15
363,370,0.15
310,370,0.15
292,370,0.15
283,370,0.15
270,370,0.15
267,370,0.15
265,370,0.15
246,370,0.15
222,370,0.15
162,370,0.15
142,370,0.15
138,370,0.15
133,370,0.15
124,370,0.15
107,370,0.15
104,370,0.15
100,370,0.15
95,370,0.15
73,370,0.15
56,370,0.15
36,370,0.15
34,370,0.15
6,370,0.15
494,371,0.15
448,371,0.15
403,371,0.15
400,371,0.15
377,371,0.15
353,371,0.15
327,371,0.15
324,371,0.15
319,371,0.15
313,371,0.15
286,371,0.15
266,371,0.15
235,371,0.15
219,371,0.15
171,371,0.15
167,371,0.15
161,371,0.15
151,371,0.15
147,371,0.15
126,371,0.15
7,371,0.15
478,372,0.15
467,372,0.15
459,372,0.15
452,372,0.15
435,372,0.15
418,372,0.15
396,372,0.15
386,372,0.15
356,372,0.15
332,372,0.15
302,372,0.15
298,372,0.15
186,372,0.15
150,372,0.15
149,372,0.15
144,372,0.15
96,372,0.15
66,372,0.15
48,372,0.15
35,372,0.15
4,372,0.15
434,373,0.15
387,373,0.15
339,373,0.15
304,373,0.15
241,373,0.15
218,373,0.15
217,373,0.15
213,373,0.15
196,373,0.15
183,373,0.15
139,373,0.15
118,373,0.15
92,373,0.15
89,373,0.15
70,373,0.15
67,373,0.15
64,373,0.15
59,373,0.15
44,373,0.15
19,373,0.15
5,373,0.15
471,374,0.15
439,374,0.15
429,374,0.15
412,374,0.15
364,374,0.15
325,374,0.15
299,374,0.15
287,374,0.15
258,374,0.15
249,374,0.15
189,374,0.15
187,374,0.15
181,374,0.15
146,374,0.15
141,374,0.15
140,374,0.15
135,374,0.15
127,374,0.15
117,374,0.15
113,374,0.15
110,374,0.15
101,374,0.15
87,374,0.15
79,374,0.15
62,374,0.15
23,374,0.15
497,375,0.15
495,375,0.15
441,375,0.15
419,375,0.15
414,375,0.15
411,375,0.15
409,375,0.15
407,375,0.15
338,375,0.15
312,375,0.15
293,375,0.15
282,375,0.15
245,375,0.15
232,375,0.15
215,375,0.15
206,375,0.15
158,375,0.15
68,375,0.15
46,375,0.15
28,375,0.15
25,375,0.15
492,376,0.15
489,376,0.15
474,376,0.15
420,376,0.15
405,376,0.15
399,376,0.15
394,376,0.15
369,376,0.15
368,376,0.15
342,376,0.15
323,376,0.15
262,376,0.15
256,376,0.15
224,376,0.15
210,376,0.15
184,376,0.15
180,376,0.15
178,376,0.15
45,376,0.15
41,376,0.15
18,376,0.15
494,377,0.15
448,377,0.15
403,377,0.15
400,377,0.15
371,377,0.15
353,377,0.15
327,377,0.15
324,377,0.15
319,377,0.15
313,377,0.15
286,377,0.15
266,377,0.15
235,377,0.15
219,377,0.15
171,377,0.15
167,377,0.15
161,377,0.15
151,377,0.15
147,377,0.15
126,377,0.15
33,377,0.15
7,377,0.15
487,378,0.15
472,378,0.15
470,378,0.15
461,378,0.15
447,378,0.15
406,378,0.15
388,378,0.15
321,378,0.15
311,378,0.15
301,378,0.15
279,378,0.15
277,378,0.15
260,378,0.15
209,378,0.15
174,378,0.15
160,378,0.15
154,378,0.15
112,378,0.15
106,378,0.15
102,378,0.15
77,378,0.15
69,378,0.15
16,378,0.15
476,379,0.15
469,379,0.15
468,379,0.15
383,379,0.15
359,379,0.15
350,379,0.15
268,379,0.15
231,379,0.15
226,379,0.15
211,379,0.15
208,379,0.15
199,379,0.15
194,379,0.15
191,379,0.15
172,379,0.15
131,379,0.15
15,379,0.15
450,380,0.15
440,380,0.15
438,380,0.15
421,380,0.15
357,380,0.15
346,380,0.15
335,380,0.15
303,380,0.15
264,380,0.15
252,380,0.15
251,380,0.15
243,380,0.15
221,380,0.15
188,380,0.15
179,380,0.15
175,380,0.15
125,380,0.15
115,380,0.15
40,380,0.15
12,380,0.15
434,381,0.15
387,381,0.15
339,381,0.15
304,381,0.15
241,381,0.15
218,381,0.15
217,381,0.15
213,381,0.15
196,381,0.15
183,381,0.15
139,381,0.15
118,381,0.15
92,381,0.15
89,381,0.15
70,381,0.15
67,381,0.15
64,381,0.15
59,381,0.15
44,381,0.15
19,381,0.15
5,381,0.15
491,382,0.15
484,382,0.15
483,382,0.15
480,382,0.15
443,382,0.15
390,382,0.15
358,382,0.15
355,382,0.15
334,382,0.15
284,382,0.15
233,382,0.15
230,382,0.15
185,382,0.15
157,382,0.15
137,382,0.15
136,382,0.15
132,382,0.15
128,382,0.15
122,382,0.15
114,382,0.15
97,382,0.15
13,382,0.15
481,383,0.15
476,383,0.15
469,383,0.15
468,383,0.15
379,383,0.15
359,383,0.15
350,383,0.15
328,383,0.15
272,383,0.15
268,383,0.15
236,383,0.15
231,383,0.15
211,383,0.15
208,383,0.15
199,383,0.15
194,383,0.15
191,383,0.15
172,383,0.15
131,383,0.15
58,383,0.15
15,383,0.15
455,384,0.15
422,384,0.15
401,384,0.15
398,384,0.15
365,384,0.15
314,384,0.15
295,384,0.15
255,384,0.15
250,384,0.15
248,384,0.15
214,384,0.15
207,384,0.15
193,384,0.15
177,384,0.15
170,384,0.15
156,384,0.15
152,384,0.15
111,384,0.15
98,384,0.15
39,384,0.15
27,384,0.15
26,384,0.15
14,384,0.15
3,384,0.15
498,385,0.15
488,385,0.15
479,385,0.15
458,385,0.15
454,385,0.15
445,385,0.15
402,385,0.15
395,385,0.15
389,385,0.15
320,385,0.15
288,385,0.15
254,385,0.15
238,385,0.15
237,385,0.15
212,385,0.15
164,385,0.15
57,385,0.15
53,385,0.15
24,385,0.15
9,385,0.15
467,386,0.15
459,386,0.15
444,386,0.15
435,386,0.15
418,386,0.15
396,386,0.15
372,386,0.15
356,386,0.15
332,386,0.15
302,386,0.15
298,386,0.15
247,386,0.15
186,386,0.15
150,386,0.15
144,386,0.15
96,386,0.15
66,386,0.15
48,386,0.15
35,386,0.15
4,386,0.15
434,387,0.15
381,387,0.15
373,387,0.15
241,387,0.15
218,387,0.15
217,387,0.15
213,387,0.15
183,387,0.15
139,387,0.15
118,387,0.15
92,387,0.15
89,387,0.15
70,387,0.15
64,387,0.15
59,387,0.15
44,387,0.15
19,387,0.15
5,387,0.15
487,388,0.15
472,388,0.15
470,388,0.15
461,388,0.15
449,388,0.15
447,388,0.15
406,388,0.15
378,388,0.15
311,388,0.15
301,388,0.15
279,388,0.15
277,388,0.15
260,388,0.15
209,388,0.15
174,388,0.15
154,388,0.15
119,388,0.15
112,388,0.15
106,388,0.15
102,388,0.15
77,388,0.15
69,388,0.15
498,389,0.15
488,389,0.15
479,389,0.15
458,389,0.15
454,389,0.15
445,389,0.15
395,389,0.15
385,389,0.15
320,389,0.15
288,389,0.15
254,389,0.15
238,389,0.15
212,389,0.15
197,389,0.15
164,389,0.15
84,389,0.15
61,389,0.15
57,389,0.15
53,389,0.15
24,389,0.15
9,389,0.15
491,390,0.15
490,390,0.15
484,390,0.15
483,390,0.15
480,390,0.15
443,390,0.15
404,390,0.15
382,390,0.15
358,390,0.15
355,390,0.15
341,390,0.15
334,390,0.15
316,390,0.15
284,390,0.15
233,390,0.15
230,390,0.15
185,390,0.15
157,390,0.15
137,390,0.15
136,390,0.15
132,390,0.15
122,390,0.15
97,390,0.15
13,390,0.15
486,391,0.15
460,391,0.15
457,391,0.15
456,391,0.15
417,391,0.15
413,391,0.15
408,391,0.15
392,391,0.15
340,391,0.15
308,391,0.15
306,391,0.15
289,391,0.15
280,391,0.15
274,391,0.15
271,391,0.15
253,391,0.15
239,391,0.15
225,391,0.15
30,391,0.15
8,391,0.15
2,391,0.15
1,391,0.15
486,392,0.15
457,392,0.15
456,392,0.15
417,392,0.15
413,392,0.15
408,392,0.15
391,392,0.15
362,392,0.15
340,392,0.15
308,392,0.15
289,392,0.15
280,392,0.15
274,392,0.15
253,392,0.15
239,392,0.15
225,392,0.15
168,392,0.15
30,392,0.15
20,392,0.15
17,392,0.15
2,392,0.15
1,392,0.15
477,393,0.15
416,393,0.15
415,393,0.15
